Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
7640,NCT02884297,"HexafluOride, a Contrast Agent for Placenta Echo-angiography",Pregnancy,Drug: Contrast agent: SonoVue®.,Centre Hospitalier Régional Metz-Thionville,Phase 3,55,Other,"October 12, 2016","September 30, 2019","September 30, 2019"
7641,NCT02882308,Preoperative Administration of Olaparib With Cisplatin or With Durvalumab or Alone or no Tratment in Patients Who Are Candidates for Surgery of Carcinoma of the Head and Neck.,Squamous Cell Carcinoma of the Head and Neck,Drug: Olaparib|Drug: Cisplatin|Drug: Durvalumab,Hellenic Cooperative Oncology Group|AstraZeneca,Phase 2,41,Other|Industry,"October 20, 2016",Dec-19,"January 10, 2020"
7642,NCT02881190,Study of RC48-ADC Administered Intravenously to Subjects With HER2-Positive in Advanced Malignant Solid Tumors,Solid Tumors,Drug: RC48-ADC,"RemeGen Co., Ltd.",Phase 1,57,Industry,"December 14, 2015","June 27, 2019","November 8, 2019"
7643,NCT02881138,A Study of RC48-ADC in Subjects With HER2-Positive Advanced Malignant Solid Tumors,Solid Tumors,Drug: RC48-ADC,"RemeGen Co., Ltd.",Phase 1,24,Industry,"March 1, 2016","April 30, 2020","July 15, 2020"
7644,NCT02880956,A Study to Evaluate the Efficacy and Safety of ABBV-8E12 in Participants With Early Alzheimer's Disease,Alzheimer's Disease,Drug: ABBV-8E12|Drug: placebo for ABBV-8E12,AbbVie,Phase 2,453,Industry,"January 26, 2017","March 30, 2021","July 28, 2021"
7645,NCT02880462,A 6-month Study to Evaluate Sulforaphane add-on Effects in Treatment of Schizophrenia,Schizophrenia,Dietary Supplement: sulforaphane|Other: placebo,Central South University|Stanley Medical Research Institute,Phase 2,172,Other,"December 26, 2016","May 20, 2019","May 20, 2019"
7646,NCT02879305,Anemia Studies in Chronic Kidney Disease: Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor Daprodustat-Dialysis (ASCEND-D),"Anaemia|Aspergillosis, Allergic Bronchopulmonary",Drug: Daprodustat|Drug: rhEPO|Drug: Placebo|Drug: Iron therapy,GlaxoSmithKline,Phase 3,2964,Industry,"September 28, 2016","November 9, 2020","November 9, 2020"
7647,NCT02878603,Follow-up Study for Patients Who Completed Study ALX0681-C301 (Post-HERCULES),Acquired Thrombotic Thrombocytopenic Purpura,Biological: Caplacizumab|Other: Standard of Care,Sanofi,Phase 3,104,Industry,"October 6, 2016","October 23, 2020","October 23, 2020"
7648,NCT02878057,Multicenter Phase II Study of Apatinib in Patients With Advanced Breast Cancer(CABC006),Breast Cancer,Drug: Apatinib,Peking University Cancer Hospital & Institute|Hebei Medical University Fourth Hospital|Peking University First Hospital|Peking University Third Hospital|Shanxi Province Cancer Hospital,Phase 2,30,Other,May-16,"September 2, 2020","September 2, 2020"
7649,NCT02877550,Obinutuzumab in Combination With Venetoclax in Previously Untreated Follicular Lymphoma Patients,Follicular Lymphoma,Drug: Obinutuzumab|Drug: Venetoclax,Swiss Group for Clinical Cancer Research,Phase 1,25,Other,"February 15, 2017","April 28, 2020","May 4, 2022"
7650,NCT02877485,The Effectiveness of Nasal Corticosteroids Versus Placebo in Nasal Obstruction in Patients With Nasal Septal Deviation,Nasal Obstruction,Drug: Triamcinolone Acetonide|Drug: Ayr saline nasal mist,Stanford University,Phase 4,42,Other,Aug-16,"August 15, 2019","August 15, 2019"
7651,NCT02877381,Tranexamic Acid in Revision Total Joint Arthroplasty,Revision Total Knee Arthroplasty|Revision Total Hip Arthroplasty|Acute Blood Loss Anemia,Procedure: Revision Total Knee Arthroplasty (TKA)|Procedure: Revision Total Hip Arthroplasty (THA),Rush University Medical Center|Mayo Clinic,Phase 4,175,Other,Apr-16,"August 1, 2019","August 1, 2019"
7652,NCT02877134,Safety and Efficacy Study of JNJ-64304500 in Participants With Moderately to Severely Active Crohn's Disease,Crohn Disease,Drug: JNJ-64304500|Drug: Placebo|Drug: Ustekinumab,"Janssen Research & Development, LLC",Phase 2,388,Industry,"August 25, 2016","December 10, 2020","January 24, 2022"
7653,NCT02876835,Anemia Studies in Chronic Kidney Disease: Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor Daprodustat-Non-Dialysis (ASCEND-ND),Anaemia,Drug: Daprodustat|Drug: Darbepoetin alfa|Drug: Placebo|Drug: Iron Therapy,GlaxoSmithKline,Phase 3,3872,Industry,"September 27, 2016","April 19, 2021","April 19, 2021"
7654,NCT02876679,Cyclophosphamide Versus Anti-thymocyte Globulin for GVHD Prophylaxis After RIC Allo-SCT,Graft vs Host Disease,Drug: Cyclophosphamide|Drug: Anti-Thymocyte Globulin|Drug: Conditioning regimen,Assistance Publique - Hôpitaux de Paris,Phase 2,94,Other,"April 6, 2017","October 12, 2020","October 12, 2020"
7655,NCT02876224,Study of Cobimetinib in Combination With Atezolizumab and Bevacizumab in Participants With Gastrointestinal and Other Tumors,Colorectal Cancer,Drug: Atezolizumab|Drug: Bevacizumab|Drug: Cobimetinib,Hoffmann-La Roche,Phase 1,51,Industry,"September 30, 2016","June 25, 2019","June 25, 2019"
7656,NCT02875873,Balanced Solution Versus Saline in Intensive Care Study,Critical Illness|Acute Kidney Injury,Drug: Plasma-Lyte|Drug: Saline 0.9%|Other: Slow infusion speed|Other: Fast Infusion Speed,Hospital do Coracao,Phase 3,11075,Other,"May 27, 2017","March 2, 2020","February 28, 2021"
7657,NCT02875860,'TOTAL' (Tracheal Occlusion To Accelerate Lung Growth) Trial,"Hernia|Hernia, Diaphragmatic|Hernia, DIaphragmatic, Congenital|Pathological Conditions, Anatomical|Congenital Abnormalities|Congenital Diaphragmatic Hernia|Fetal Anomaly|Fetal Surgery|Pulmonary Hypoplasia",Device: GoldBal2 detachable balloon|Device: Baltaccidbpe100 Delivery Catheter|Other: Standardized postnatal care,Michael A Belfort|Baylor College of Medicine|Universitaire Ziekenhuizen KU Leuven,Phase 2,5,Other,Jan-17,Oct-19,Oct-19
7658,NCT02874989,Targeting Pro-Inflammatory Cells in Idiopathic Pulmonary Fibrosis: a Human Trial,Idiopathic Pulmonary Fibrosis (IPF),Drug: Dasatinib + Quercetin|Drug: Placebo,Wake Forest University Health Sciences|Mayo Clinic|The University of Texas Health Science Center at San Antonio,Phase 1,26,Other,"December 16, 2016","June 3, 2019","June 3, 2019"
7659,NCT02874404,TGR-1202 and Ibrutinib in Treating Patients With Relapsed or Refractory Diffuse Large B-Cell Lymphoma,Recurrent Diffuse Large B-Cell Lymphoma|Refractory Diffuse Large B-Cell Lymphoma,Drug: Ibrutinib|Other: Laboratory Biomarker Analysis|Drug: PI3K-delta Inhibitor TGR-1202,"Matthew Lunning, DO|National Cancer Institute (NCI)|University of Nebraska",Phase 2,13,Other|NIH,Oct-16,"July 1, 2019","July 1, 2019"
7660,NCT02874313,CPAP Effect on the Progression of Diabetic Retinopathy in Patients With Sleep Apnea,Diabetic Retinopathy|Sleep Apnea,Device: Continuous positive airway pressure|Drug: Pharmacological treatment|Other: Conventional anti-diabetic diet recommendations,Hospital Universitario La Paz,Phase 4,82,Other,Aug-16,Mar-21,Mar-21
7661,NCT02874144,Anti-Inflammatory Agent in Sinusitis,Nasal Polyps,Drug: AZ compound|Other: Collection of Biological Specimens|Drug: Intranasal corticosteroid|Drug: Placebo,Northwestern University,Phase 2,43,Other,"June 20, 2016","January 7, 2020","August 10, 2020"
7662,NCT02873975,A Study of LY2606368 (Prexasertib) in Patients With Solid Tumors With Replicative Stress or Homologous Repair Deficiency,Advanced Cancers,Drug: LY2606368,Dana-Farber Cancer Institute,Phase 2,27,Other,"October 12, 2016","September 30, 2020","July 1, 2021"
7663,NCT02873806,Two Trabecular Micro-bypass Stents & Postoperative Travoprost to Treat Glaucoma Subjects on Two Hypotensive Agents,Open-angle Glaucoma,Procedure: Implantation of two iStent inject micro-bypass stents|Drug: Topical travoprost|Device: Two iStent inject micro-bypass stents|Drug: Tobramycin|Drug: Dexamethasone,Glaukos Corporation,Phase 4,53,Industry,Mar-13,"November 8, 2019","November 8, 2019"
7664,NCT02873598,A Dose Escalation Trial of SBRT After Induction Chemotherapy for Locally Advanced Pancreatic Cancer,Pancreatic Cancer,Drug: FOLFIRINOX or gemcitabine/abraxane|Radiation: SBRT,"University of Colorado, Denver",Phase 1,14,Other,"November 17, 2016","June 7, 2019","November 28, 2022"
7665,NCT02873338,Randomized Study of CX-01 Combined With Standard Induction Therapy for Newly Diagnosed Acute Myeloid Leukemia,Acute Myeloid Leukemia,Drug: CX-01|Drug: Idarubicin|Drug: Cytarabine,Chimerix,Phase 2,75,Industry,Aug-16,Jun-19,Jun-19
7666,NCT02873208,"A Phase 3, Long-term Safety and Tolerability Study of ALKS 3831 in Adults With Schizophrenia",Schizophrenia,Drug: ALKS 3831,"Alkermes, Inc.",Phase 3,266,Industry,"August 7, 2016","October 17, 2019","October 17, 2019"
7667,NCT02873026,Adjunctive Steroid Combination in Ocular Trauma (ASCOT) Study,Eye Injury Trauma,Drug: Triamcinolone Acetonide,Moorfields Eye Hospital NHS Foundation Trust,Phase 3,300,Other,Oct-14,"March 31, 2020","January 31, 2021"
7668,NCT02872155,Comparative Study of the Efficacy of Oral Versus Intravenous Hydration as a Preventive Measure of Contrast-induced Nephropathy (CIN) in Patients With Renal Insufficiency (RI) Grade III Under Study Conducting Computed Tomography (CT),Renal Insufficiency,Other: Oral hydratation|Drug: Bicarbonate endovenous hydratation|Drug: Saline endovenous hydratation,David Garcia Cinca|Fundacion Clinic per a la Recerca Biomédica|Hospital Clinic of Barcelona,Phase 3,264,Other,"July 4, 2017","July 15, 2019","July 15, 2019"
7669,NCT02872142,Efficacy and Safety of Plasma Exchange With Albutein® 5% in Participants With Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,Biological: Albutein 5%|Procedure: Plasma Exchange,"Grifols Therapeutics LLC|Grifols Biologicals, LLC",Phase 2,12,Industry,"August 29, 2016","August 15, 2019","August 15, 2019"
7670,NCT02871843,RRx-001 + Radiation + Temozolomide In Newly Diagnosed Glioblastoma and Anaplastic Gliomas,Glioblastoma|Oligodendroglioma|Anaplastic Oligodendroglioma,Drug: RRx-001 dose escalation with TMZ + RT|Radiation: Radiation|Drug: Fixed dose Temozolomide (75 mg/m2)|Drug: TMZ Maintenance,"EpicentRx, Inc.",Phase 1,19,Industry,"February 14, 2017","October 11, 2019","September 19, 2021"
7671,NCT02871687,Effect of Statin Use on Aldosterone Secretion,Healthy Subjects,Drug: Simvastatin|Drug: Pravastatin|Other: Placebo,Brigham and Women's Hospital,Phase 1,103,Other,Apr-16,Mar-21,Mar-21
7672,NCT02871648,The Role of Minerelocorticoid Receptor on Modulating Aldosterone Production,Healthy Volunteers,Drug: Placebo|Drug: Fludrocortisone|Drug: Eplerenone,Brigham and Women's Hospital,Phase 1,23,Other,Jan-16,Oct-19,Dec-19
7673,NCT02871401,A Pilot Trial of Herpesvirus Treatment in Idiopathic Pulmonary Fibrosis (IPF),Idiopathic Pulmonary Fibrosis,Drug: Valganciclovir|Drug: Placebo,"Vanderbilt University Medical Center|Genentech, Inc.",Phase 1,31,Other|Industry,"January 3, 2018","January 31, 2020","January 31, 2020"
7674,NCT02870634,Phase 1 Dose Escalation and PK Study of Cu(II)ATSM in ALS/MND,Amyotrophic Lateral Sclerosis|Motor Neuron Disease,Drug: Cu(II)ATSM,Collaborative Medicinal Development Pty Limited,Phase 1,50,Industry,"November 16, 2016","October 30, 2019","January 30, 2020"
7675,NCT02870582,Donafenib for Previously Treated Metastatic Colorectal Cancer,Metastatic Colorectal Cancer,Drug: Donafenib|Drug: Placebo,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Phase 3,536,Industry,"December 28, 2016","April 30, 2020","April 30, 2020"
7676,NCT02870478,The Effects of Low Concentration Atropine on Pupil Size and Accommodation,Myopia,Drug: Atropine,"University of California, Berkeley",Phase 3,32,Other,Jul-16,"November 20, 2019","November 20, 2019"
7677,NCT02869971,Prostatic Artery Embolization Versus Medical Treatment in Symptomatic Benign Prostatic Hyperplasia,Benign Prostatic Hyperplasia,Device: Embosphere® (Prostatic Arteries Embolization)|Drug: Drug therapy,"Assistance Publique - Hôpitaux de Paris|Ministry of Health, France",Phase 3,90,Other,Aug-16,"December 3, 2020","March 25, 2022"
7678,NCT02869035,Treatment Outcome in Major Depressive Disorder,Major Depressive Disorder,Drug: Escitalopram|Drug: Duloxetine,"Rigshospitalet, Denmark|Center for Integrated Molecular Brain Imaging, Copenhagen, Denmak|Psychiatric Centre Copenhagen|Central Visitation, Region Hovedstaden",Phase 1,100,Other,Aug-16,Jul-19,Jul-19
7679,NCT02869022,Study of Organ Perfusion With Custodiol-N Solution Compared With Custodiol Solution in Heart Transplantation,Heart Failure,Drug: Custodiol-N|Drug: Custodiol|Procedure: organ perfusion for heart transplantation,Dr. F. Köhler Chemie GmbH,Phase 3,105,Industry,Jul-16,"September 2, 2019","September 2, 2019"
7680,NCT02868281,Asthma Control Test Guided Treatment in Chinese Subjects,Asthma,Drug: ACT guided Routine Treatment|Drug: Routine Treatment,GlaxoSmithKline|MacroStat,Phase 4,530,Industry|Other,"August 26, 2016","August 9, 2019","August 9, 2019"
7681,NCT02868190,Two Second-Generation Trabecular Micro-bypass Stents to Treat Glaucoma Subjects on One Hypotensive Medication,Open Angle Glaucoma,Device: Two trabecular micro-bypass stents (iStent inject),Glaukos Corporation,Phase 4,57,Industry,Mar-13,"November 8, 2019","November 8, 2019"
7682,NCT02867852,Abiraterone Acetate in Patients With Relapsed and/or Metastatic Salivary Gland Cancers,Salivary Glands Tumors,Drug: Abiraterone acetate,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",Phase 2,24,Other,Mar-15,Nov-19,May-20
7683,NCT02867566,A Study Comparing the Efficacy and Safety Between I-CHOP and R-CHOP in Untreated CD20-Positive Diffuse Large B-cell Lymphoma Patients,"Diffuse, Large B-Cell, Lymphoma",Drug: IBI301 plus CHOP|Drug: Rituximab plus CHOP,Innovent Biologics (Suzhou) Co. Ltd.,Phase 3,420,Industry,"August 22, 2016","September 5, 2019","December 26, 2019"
7684,NCT02867358,A Clinical Trial of KT07 Capsule in the U.S.A,"Influenza, Human",Drug: KT07 Capsule|Other: Placebo,Yiling Pharmaceutical Inc.,Phase 2,391,Industry,Sep-16,"July 31, 2020","July 31, 2020"
7685,NCT02867267,The Efficacy and Safety of Ta1 for Sepsis,Sepsis,Drug: Thymosin alpha 1|Other: Placebo,Sun Yat-sen University|SciClone Pharmaceuticals,Phase 3,1106,Other|Industry,"September 6, 2016","January 22, 2021","March 23, 2021"
7686,NCT02867020,Study of Abiraterone Acetate Plus ADT Versus APALUTAMIDE Versus Abiraterone and APALUTAMIDE in Patients With Advanced Prostate Cancer With Non-castrate Testosterone Levels,Prostate Cancer,Drug: Apalutamide|Drug: Abiraterone|Drug: ADT|Drug: Prednisone,Latin American Cooperative Oncology Group|Janssen Pharmaceuticals,Phase 2,128,Other|Industry,"October 11, 2017","October 9, 2019","June 30, 2021"
7687,NCT02867007,KHK2455 Alone and in Combination With Mogamulizumab in Subjects With Locally Advanced or Metastatic Solid Tumors,Solid Tumor|Cancer|Carcinoma,Drug: KHK2455|Drug: Mogamulizumab,"Kyowa Kirin, Inc.",Phase 1,36,Industry,Aug-16,"December 15, 2019","December 15, 2019"
7688,NCT02866721,Safety and Tolerability Study of Allogeneic Mesenchymal Stem Cell Infusion in Adults With Cystic Fibrosis,Cystic Fibrosis,Biological: Mesenchymal Stem Cells,University Hospitals Cleveland Medical Center|Case Western Reserve University|Cystic Fibrosis Foundation,Phase 1,14,Other,Aug-16,Aug-20,Aug-20
7689,NCT02866643,Labor and Delivery Implant Insertion: A Randomized Controlled Trial,Postpartum Contraception|Family Planning,Drug: Etonogestrel-Immediate|Drug: Etonogestrel-Delayed,Stanford University,Phase 3,95,Other,"October 28, 2016","September 6, 2019","July 31, 2021"
7690,NCT02866175,Edoxaban Treatment Versus Vitamin K Antagonist in Patients With Atrial Fibrillation Undergoing Percutaneous Coronary Intervention,Atrial Fibrillation,Drug: Edoxaban|Drug: Clopidogrel|Drug: Prasugrel|Drug: Ticagrelor|Drug: Vitamin K antagonist,"Daiichi Sankyo Europe, GmbH, a Daiichi Sankyo Company|Daiichi Sankyo, Inc.",Phase 3,1506,Industry,"February 24, 2017","June 6, 2019","June 6, 2019"
7691,NCT02866032,Study to Evaluate the Efficacy and Safety of Topical MOB015B in the Treatment of Mild to Moderate Distal Subungual Onychomycosis (DSO),Distal Subungual Onychomycosis,Drug: MOB015B|Drug: Ciclopirox 80 mg/g,Moberg Pharma AB,Phase 3,452,Industry,Sep-16,"June 10, 2020","June 10, 2020"
7692,NCT02865850,Efficacy and Safety Study to Evaluate Vadadustat for the Correction or Maintenance Treatment of Anemia in Participants With Incident Dialysis-dependent Chronic Kidney Disease (DD-CKD),Anemia|Dialysis-Dependent Chronic Kidney Disease,Drug: Vadadustat|Drug: Darbepoetin alfa,Akebia Therapeutics,Phase 3,369,Industry,Jul-16,"January 31, 2020","March 30, 2020"
7693,NCT02865811,"Pembrolizumab Combined With PLD For Recurrent Platinum Resistant Ovarian, Fallopian Tube Or Peritoneal Cancer",Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cancer,Drug: Pembrolizumab|Drug: Pegylated Liposomal Doxorubicin (PLD),Dana-Farber Cancer Institute|Merck Sharp & Dohme LLC,Phase 2,26,Other|Industry,"September 15, 2016",Aug-20,Mar-22
7694,NCT02865616,MET-2 Clinical Study for Recurrent Clostridium Difficile Infection (CDI),Clostridium Difficile Infection,Drug: MET-2|Drug: Vancomycin,NuBiyota,Phase 1,19,Other,"October 27, 2017","March 17, 2020","March 17, 2020"
7695,NCT02865460,Coenzyme Q10 Phase III Trial in Gulf War Illness,Gulf War Illness|Chronic Fatigue|Ubiquinol|Coenzyme Q10,Drug: Ubiquinol|Drug: Placebo,VA Office of Research and Development,Phase 3,100,U.S. Fed,"July 24, 2017","October 7, 2020","December 31, 2020"
7696,NCT02864927,Postmarketing Surveillance Study for Use of Menactra® in the Republic of Korea,Meningitis|Meningococcal Meningitis|Meningococcal Infections,"Biological: Meningococcal (Groups A, C, Y and W 135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine","Sanofi Pasteur, a Sanofi Company|Sanofi",Phase 4,1311,Industry,"July 21, 2016","June 12, 2019","June 12, 2019"
7697,NCT02864849,Total Neoadjuvant Induction and Consolidation CapeOX Plus IMRT With Capecitabine for MRI Defined High-risk Rectal Cancer,Rectal Cancer,Drug: Oxaliplatin|Drug: Capecitabine|Radiation: Intensity modulated radiotherapy|Procedure: Total mesorectal excision,Peking University Cancer Hospital & Institute,Phase 2,81,Other,Aug-16,Jun-19,Jun-19
7698,NCT02864394,Study of Pembrolizumab Versus Docetaxel in Participants Previously Treated for Non-Small Cell Lung Cancer (MK-3475-033/KEYNOTE-033),"Carcinoma, Non-Small-Cell Lung",Biological: Pembrolizumab|Drug: Docetaxel,Merck Sharp & Dohme LLC,Phase 3,425,Industry,"September 7, 2016","September 9, 2019","October 14, 2022"
7699,NCT02863354,Intravitreal Aflibercept for Retinal Non-Perfusion in Proliferative Diabetic Retinopathy,Proliferative Diabetic Retinopathy,Drug: Aflibercept,"Charles C Wykoff, PhD, MD|Regeneron Pharmaceuticals|Greater Houston Retina Research",Phase 2,43,Other|Industry,Aug-16,May-19,May-19
7700,NCT02863185,Effect of Pitavastatin on Erythrocyte Membrane Fatty Acid Contents in Patients With Chronic Kidney Disease,Chronic Kidney Disease,Drug: Pitavastatin|Drug: Atorvastatin,Dong-A University,Phase 4,45,Other,"May 1, 2016","December 31, 2020","December 31, 2020"
7701,NCT02863120,Liposomal Bupivacaine vs Adductor Canal Block in Total Knee Arthroplasty,Knee Osteoarthritis,Drug: liposomal bupivacaine|Drug: bupivacaine HCl|Drug: Ropivacaine|Drug: Saline,"Texas Orthopaedics, Sports and Rehabilitation Associates",Phase 4,63,Other,Jul-16,Dec-19,Dec-19
7702,NCT02862977,Efficacy and Safety of the Combination of Ketoprofen and Cyclobenzaprine and Caffeine in Osteomuscular Treatment,Musculoskeletal Pain,Drug: ketoprofen and cyclobenzaprine association with caffeine|Drug: Cyclobenzaprine with caffeine,EMS,Phase 3,414,Industry,"November 10, 2017","June 5, 2019","December 20, 2019"
7703,NCT02862912,Chloroprocaine Spinal Anesthesia for Cervical Cerclage (CP Spinal),Adverse Reaction to Spinal Anesthetic|Maternal Care for Cervical Incompetence,Drug: Chloroprocaine|Drug: Bupivacaine|Drug: Fentanyl|Drug: Saline,Columbia University,Phase 4,43,Other,"November 8, 2016","January 31, 2020","January 31, 2020"
7704,NCT02862457,Study of Epacadostat (INCB024360) Alone and In Combination With Pembrolizumab (MK-3475) With Chemotherapy and Pembrolizumab Without Chemotherapy in Participants With Advanced Solid Tumors (MK-3475-434),"Neoplasms|Carcinoma, Non-Small-Cell Lung",Drug: Epacadostat 25 mg|Drug: Epacadostat 100 mg|Biological: pembrolizumab 200 mg|Drug: Cisplatin 75 mg/m^2|Drug: Carboplatin Area Under the Curve (AUC) 5|Drug: Pemetrexed 500 mg/m^2|Drug: Paclitaxel 200 mg/m^2|Drug: Carboplatin AUC 6,Merck Sharp & Dohme LLC,Phase 1,34,Industry,"August 23, 2016","November 20, 2020","November 20, 2020"
7705,NCT02862314,PROcalcitonin Pneumonia / Pneumonitis Associated With ASPIration,Inhalation Pneumonia,Biological: Blood sample,Centre Hospitalier Universitaire de Besancon,Phase 4,167,Other,"February 24, 2015","November 28, 2019","November 28, 2019"
7706,NCT02861859,Individualised Versus Standard Care for Breast Cancer Patients at High-risk for Chemotherapy-induced Nausea and Vomiting The ILIAD Study,Breast Cancer,Drug: Olanzapine|Drug: Olanzapine Placebo,Ottawa Hospital Research Institute,Phase 3,221,Other,Dec-16,"December 23, 2019","December 23, 2019"
7707,NCT02861534,A Study of Vericiguat in Participants With Heart Failure With Reduced Ejection Fraction (HFrEF) (MK-1242-001),Heart Failure|Chronic Heart Failure With Reduced Ejection Fraction,Drug: Vericiguat|Drug: Placebo for vericiguat,Merck Sharp & Dohme LLC|Bayer|Canadian VIGOUR Centre|Duke Clinical Research Institute,Phase 3,5050,Industry|Other,"September 20, 2016","June 18, 2019","September 2, 2019"
7708,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),"Multiple Sclerosis, Relapsing-Remitting",Biological: Ocrelizumab,Hoffmann-La Roche,Phase 3,681,Industry,"September 9, 2016","October 25, 2019","December 15, 2020"
7709,NCT02860936,Lenvatinib in Recurrent and/or Metastatic Adenoid Cystic Carcinomas of the Salivary Glands: ACC-LEN14,Adenoid Cystic Carcinomas of the Salivary Glands,Drug: Lenvatinib,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",Phase 2,26,Other,Jun-15,Jun-19,Jun-19
7710,NCT02860819,"Study of Gemcitabine, Carboplatin and VELIPARIB (ABT-888) in Refractory Testicular Germ Cell Cancer",Testicular Cancer,Drug: Veliparib|Drug: Gemcitabine|Drug: Carboplatin,"National Cancer Institute, Slovakia",Phase 2,15,Other,"August 1, 2016","November 30, 2020","February 15, 2021"
7711,NCT02859857,Phase 1 Study of BXQ-350 in Adult Patients With Advanced Solid Tumors,Neoplasms,Drug: BXQ-350,"Bexion Pharmaceuticals, Inc.|CTI Clinical Trial and Consulting Services",Phase 1,86,Industry|Other,"September 1, 2016","June 17, 2019","June 15, 2020"
7712,NCT02859519,"A Multi-centre, Double-blind, Randomized, Vehicle-controlled Study of Efficacy and Safety of Topical MOB015B in the Treatment of Mild to Moderate Distal Subungual Onychomycosis (DSO)",Distal Subungual Onychomycosis,Drug: MOB015B|Drug: MOB015B Vehicle,Moberg Pharma AB,Phase 3,365,Industry,Oct-16,"November 13, 2019","November 13, 2019"
7713,NCT02859142,Varenicline Augmentation of Patch Outcomes in Heavy Drinkers' Smoking Cessation,Smoking Cessation|Alcohol Drinking,Drug: Chantix|Behavioral: Behavioral Counseling Sessions|Drug: NicodermCQ|Drug: Placebo,University of Chicago|Pfizer,Phase 4,122,Other|Industry,"March 29, 2018","September 30, 2020","October 15, 2020"
7714,NCT02859103,Dimensional Approach to Evaluate Reward Processing in Major Depressive Disorder Pre- and Post-Desvenlafaxine Treatment,Depression|Anhedonia,Drug: Desvenlafaxine,Unity Health Toronto,Phase 4,56,Other,"June 1, 2017","November 4, 2019","November 4, 2019"
7715,NCT02858895,Convection-Enhanced Delivery (CED) of MDNA55 in Adults With Recurrent or Progressive Glioblastoma,Glioblastoma|Grade IV Astrocytoma|Glioblastoma Multiforme|Grade IV Glioma,Drug: MDNA55,"Medicenna Therapeutics, Inc.",Phase 2,47,Industry,"April 11, 2017","September 12, 2019","October 31, 2019"
7716,NCT02858011,The Effect of a Cash Transfer Program and Preventive Nutrition Packages on Household Welfare and Child Nutritional Status in Mali,Poverty|Child Malnutrition,"Other: Cash distribution during first 36 months|Behavioral: Accompanying information sessions on health, child nutrition, household economics and education during first 36 months|Dietary Supplement: Preventive Nutrition Packages during last 12 months|Other: Cash distribution during the last 12 months|Behavioral: Accompanying information sessions on health, child nutrition, household economics and education during the last 12 months","International Food Policy Research Institute|Institut de Recherche pour le Developpement|Implementation management committee of the Jigisemejiri program (Ministry of Economics and Finance, Government of Mali)",Phase 4,4320,Other,Sep-14,"August 10, 2019","August 10, 2019"
7717,NCT02857426,A Study of Nivolumab in Relapsed/Refractory Primary Central Nervous System Lymphoma (PCNSL) and Relapsed/Refractory Primary Testicular Lymphoma (PTL),Lymphoma,Drug: Nivolumab,Bristol-Myers Squibb|Ono Pharmaceutical Co. Ltd,Phase 2,66,Industry,"October 21, 2016","June 11, 2019","November 24, 2020"
7718,NCT02857270,A Study of LY3214996 Administered Alone or in Combination With Other Agents in Participants With Advanced/Metastatic Cancer,Advanced Cancer|Metastatic Melanoma|Metastatic Non-small Cell Lung Cancer|Colorectal Cancer,Drug: LY3214996|Drug: Midazolam|Drug: Abemaciclib|Drug: Nab-paclitaxel|Drug: Gemcitabine|Drug: Encorafenib|Drug: Cetuximab,Eli Lilly and Company,Phase 1,210,Industry,"September 29, 2016","February 10, 2021","October 24, 2022"
7719,NCT02855944,"ARIEL4: A Study of Rucaparib Versus Chemotherapy BRCA Mutant Ovarian, Fallopian Tube, or Primary Peritoneal Cancer Patients",Ovarian Cancer|Epithelial Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cancer,Drug: Chemotherapy|Drug: Rucaparib,"Clovis Oncology, Inc.|Foundation Medicine",Phase 3,349,Industry,"March 1, 2017","December 3, 2020","September 16, 2022"
7720,NCT02854163,Effect of Secukinumab in the Treatment of Psoriatic Arthritis,Psoriatic Arthritis,Drug: Secukinumab,University of Liverpool|Novartis,Phase 2,30,Other|Industry,"October 15, 2016","September 18, 2019","September 18, 2019"
7721,NCT02853370,Bendamustine and Rituximab for the Treatment of Splenic Marginal Zone Lymphoma,Marginal Zone B-cell Lymphoma,Drug: Bendamustine and Rituximab,International Extranodal Lymphoma Study Group (IELSG),Phase 2,78,Other,Jul-12,Dec-20,Dec-20
7722,NCT02853344,Study of Pembrolizumab (MK-3475) Monotherapy in Locally Advanced/Metastatic Renal Cell Carcinoma (MK-3475-427/KEYNOTE-427),Renal Cell Carcinoma,Biological: Pembrolizumab,Merck Sharp & Dohme LLC,Phase 2,275,Industry,"September 30, 2016","February 5, 2021","April 1, 2022"
