Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
5525,NCT03977454,Periarticular Injection Versus Peripheral Nerve Block in Total Hip Arthroplasty,Hip Arthropathy,Procedure: Nerve Block|Procedure: Periarticular Injection (PAI)|Drug: Ropivacaine|Drug: Dex,Yale University,Phase 2,192,Other,"November 11, 2019","June 19, 2021","June 19, 2021"
5526,NCT03977272,Combination of Anti-PD-1 Antibody and Chemotherapy in Metastatic Pancreatic Cancer,Pancreatic Cancer,Drug: Combination drug|Drug: Chemotherapy,Zhejiang University,Phase 2,110,Other,"March 27, 2019","July 1, 2022","July 1, 2022"
5527,NCT03976115,A Study to Evaluate the Safety and Efficacy of DDO-3055 in Healthy Volunteers and Patients With Chronic Kidney Disease,Chronic Kidney Disease,Drug: DDO-3055|Drug: Placebos,"Jiangsu HengRui Medicine Co., Ltd.",Phase 1,54,Industry,"July 18, 2019","May 11, 2021","May 11, 2021"
5528,NCT03974100,"Study Investigating PK, PD, Efficacy, Safety, and Immunogenicity of Biosimilar Denosumab (GP2411) in Patients With Postmenopausal Osteoporosis",Postmenopausal Women With Osteoporosis,Biological: GP2411|Biological: EU-Prolia (EU-authorized Prolia®),Sandoz|Hexal AG,Phase 3,527,Industry,"July 2, 2019","April 22, 2022","April 22, 2022"
5529,NCT03973528,Primary Efficacy Evaluation of Traditional Chinese Medicine in Treating Older Infertile Women,"Infertility, Female",Drug: traditional Chinese medicine: tonifying kidney Wan,Chang Gung Memorial Hospital,Phase 3,17,Other,"July 8, 2019","November 30, 2021","November 30, 2021"
5530,NCT03972397,Intercostal Nerve Cryoablation for Postoperative Pain Management,"Pain, Postoperative",Device: Intercostal Nerve Cryoablation|Drug: Bupivacaine liposomal injectable suspension|Drug: Patient-controlled analgesia (PCA),"The University of Texas Health Science Center, Houston",Phase 4,20,Other,"July 15, 2019","September 22, 2022","September 22, 2022"
5531,NCT03972280,Safety and Pharmacokinetics of Repeat Doses of CSL324 in Subjects With Hidradenitis Suppurativa and Palmoplantar Pustulosis,Hidradenitis Suppurativa|Palmoplantar Pustulosis,Biological: Recombinant anti-granulocyte colony-stimulating factor (G-CSF) receptor monoclonal antibody,CSL Behring,Phase 1,39,Industry,"July 4, 2019","October 4, 2022","October 4, 2022"
5532,NCT03971643,Exploratory Study of IFX-1 in Subjects With Pyoderma Gangrenosum,Pyoderma Gangrenosum,Drug: IFX-1,InflaRx GmbH|Innovaderm Research Inc.,Phase 2,19,Industry|Other,"May 16, 2019","January 3, 2022","January 3, 2022"
5533,NCT03971422,A Study to Test Efficacy and Safety of Rozanolixizumab in Adult Patients With Generalized Myasthenia Gravis,Generalized Myasthenia Gravis,Drug: Rozanolixizumab|Other: Placebo,UCB Biopharma SRL|UCB Pharma,Phase 3,200,Industry,"June 3, 2019","August 31, 2021","October 26, 2021"
5534,NCT03970070,Perioperative Ostomy Self-Management Telehealth for Cancer Patients and Family Caregivers,Malignant Neoplasm,Other: Informational Intervention|Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Other: Survey Administration,City of Hope Medical Center|National Cancer Institute (NCI),Phase 2,6,Other|NIH,"January 23, 2020","May 12, 2021","May 12, 2021"
5535,NCT03970044,Effectiveness of Exenatide Plus Dapagliflozin on 24 Hour Glucose Variability Measured by CGM. A Proof of Concept.,"Diabetes Mellitus, Type 2",Drug: Exenatide 2 MG|Drug: Dapagliflozin 10 MG,"Consano Clinical Research, LLC",Phase 4,67,Other,"July 2, 2019","June 1, 2021","June 1, 2021"
5536,NCT03969888,A Phase 2 Study of ABBV-3067 Alone and in Combination With ABBV-2222,Cystic Fibrosis,Drug: ABBV-3067|Drug: Placebo ABBV-3067|Drug: ABBV-2222|Drug: Placebo ABBV-2222,AbbVie,Phase 2,78,Industry,"December 11, 2019","June 9, 2022","June 9, 2022"
5537,NCT03969641,Safety of RIV4 Versus IIV4 in Pregnant Women,Safety|Adverse Event Following Immunisation|Birth Outcomes,Biological: Quadrivalent Recombinant Influenza Vaccine|Biological: Quadrivalent Inactivated Influenza Vaccine,"Duke University|Children's Hospital Medical Center, Cincinnati|Boston Medical Center|Centers for Disease Control and Prevention",Phase 4,384,Other|U.S. Fed,"September 5, 2019","September 29, 2021","September 29, 2021"
5538,NCT03969134,"A Study to Assess the Safety, Efficacy and Immunogenicity of Leishmania Vaccine ChAd63-KH in PKDL","Leishmaniasis, Cutaneous",Biological: ChAd63-KH|Other: Placebo,University of York,Phase 2,86,Other,"April 6, 2020","August 31, 2022","February 28, 2023"
5539,NCT03969121,"Neoadjuvant Hormonal Therapy Plus Palbociclib in Operable, Hormone Sensitive and HER2-Negative Primary Breast Cancer",Breast Cancer Female|Hormone Receptor Positive Malignant Neoplasm of Breast,Drug: Palbociclib|Drug: Endocrine therapy,Kyoto Breast Cancer Research Network|Pfizer,Phase 3,141,Other|Industry,"July 16, 2019","December 23, 2021","December 23, 2021"
5540,NCT03968419,This Study Will Evaluate the Effect of Canakinumab or Pembrolizumab Given as Monotherapy or in Combination as Neo-adjuvant Treatment for Subjects With Early Stages NSCLC.,Non-small Cell Lung Cancer,Drug: canakinumab|Drug: pembrolizumab,Novartis Pharmaceuticals|Novartis,Phase 2,88,Industry,"November 5, 2019","April 20, 2022","August 15, 2022"
5541,NCT03967548,The Germinal Peptide Eye Drops in Healthy Volunteers in a Clinical Study,Corneal Defect,Drug: Germinal peptide eye drops,Zhaoke (Guangzhou) Ophthalmology Pharmaceutical Ltd.,Phase 1,106,Industry,"April 9, 2021","May 16, 2021","June 15, 2021"
5542,NCT03967249,Extension Study of IONIS-GHR-LRx Administered to Participants With Acromegaly Being Treated With Long-acting Somatostatin Receptor Ligands,Acromegaly,Drug: IONIS GHR-LRx|Drug: Somatostatin Receptor Ligand (SRL),"Ionis Pharmaceuticals, Inc.",Phase 2,39,Industry,"July 25, 2019","March 31, 2022","July 7, 2022"
5543,NCT03965728,"Study to Investigate Safety, Tolerability, Pharmacokinetics, and Drug-drug Interaction of Multiple Oral Doses of BAY1830839 in Healthy Male Participants",Healthy Volunteers,Drug: BAY1830839|Drug: Placebo|Drug: Midazolam|Drug: Methotrexate,Bayer,Phase 1,67,Industry,"June 5, 2019","January 21, 2022","May 11, 2022"
5544,NCT03964688,Effect of Vitamin C in Autologous Stem Cell Transplantations,Myeloma Multiple|Lymphoma,Drug: Vitamin C|Drug: Placebos,Maastricht University Medical Center,Phase 2,47,Other,"December 10, 2019","March 1, 2022","March 1, 2022"
5545,NCT03964207,A Study on Whether Patients Prefer the Spiriva® Respimat® or the Spiriva® Handihaler® for Treating Their Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",Drug: Tiotropium Respimat® (T1)|Drug: Tiotropium Handihaler® (T2),Boehringer Ingelheim,Phase 4,72,Industry,"November 25, 2019","October 19, 2021","November 16, 2021"
5546,NCT03963232,A Study of Galcanezumab (LY2951742) in Participants With Episodic Migraine,Episodic Migraine,Drug: Galcanezumab|Drug: Placebo,Eli Lilly and Company,Phase 3,520,Industry,"July 30, 2019","July 27, 2021","March 11, 2022"
5547,NCT03963206,Cabozantinib toLERANCE Study in HepatoCellular Carcinoma (CLERANCE),Hepatocellular Carcinoma,Drug: Cabozantinib group,Hospices Civils de Lyon,Phase 4,110,Other,"September 9, 2019","October 7, 2021","October 7, 2021"
5548,NCT03962062,A Pharmacokinetic and Safety Study of Moxidectin to Identify an Optimal Dose for Treatment of Children 4 to 11 Years,Onchocerciasis,Drug: Moxidectin,Medicines Development for Global Health,Phase 1,36,Other,"March 29, 2021","May 30, 2022","September 28, 2022"
5549,NCT03961555,Comparison of SYN023 to Human Rabies Immune Globulin in Post Exposure Prophylaxis of Rabies,Rabies,Biological: SYN023|Biological: HRIG (HyperRab)|Biological: Rabies vaccine,"Synermore Biologics Co., Ltd.|Synermore Biologics USA Limited",Phase 2,448,Industry|Other,"September 3, 2019","December 23, 2021","December 23, 2021"
5550,NCT03961438,Amsterdam UMC Clinical Trial With a Native-like HIV-1 Envelope Vaccine,HIV-1-infection,"Biological: ConM SOSIP.v7 gp140, adjuvanted with MPLA liposomes",Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),Phase 1,24,Other,"November 15, 2019","June 6, 2022","April 17, 2023"
5551,NCT03961256,Assess the Efficacy and Safety of Exenatide SR for the Prevention of Diabetes After Kidney Transplantation,Pre Diabetes,Drug: Exenatide SR,Mayo Clinic,Phase 2,9,Other,"May 9, 2019","October 18, 2021","October 18, 2021"
5552,NCT03961165,BUSCLAB - Buscopan to Prevent Slow Progress in Labor,"Labor (Obstetrics)--Complications|Labor; Prolonged, First Stage",Drug: Butylscopolamine Bromide 20 MG/ML|Drug: Sodium Chloride 9mg/mL,Oslo University Hospital,Phase 3,250,Other,"May 25, 2019","August 29, 2021","June 16, 2022"
5553,NCT03960645,"Pharmacokinetic, Safety, and Efficacy of B/F/TAF in HIV-1 Infected, Virologically Suppressed, Pregnant Women in Their Second and Third Trimesters",HIV-1-infection,Drug: B/F/TAF,Gilead Sciences,Phase 1,33,Industry,"June 28, 2019","July 20, 2022","August 18, 2022"
5554,NCT03960580,Study Evaluating the Efficacy and Safety of Intranasal Administration of OPN-375 in Subjects With Chronic Rhinosinusitis Without the Presence of Nasal Polyps,Chronic Rhinosinusitis,Drug: OPN-375,Optinose US Inc.,Phase 3,210,Industry,"May 1, 2019","April 27, 2022","April 27, 2022"
5555,NCT03959566,PanACEA Sutezolid Dose-finding and Combination Evaluation,Pulmonary Tuberculosis|Other Specified Pulmonary Tuberculosis,"Drug: Sutezolid|Drug: Bedaquiline, Delamanid, Moxifloxacin|Drug: Midazolam oral solution","Michael Hoelscher|European and Developing Countries Clinical Trials Partnership (EDCTP)|Sequella, Inc.|Radboud University Medical Center|University of California, San Francisco|German Federal Ministry of Education and Research|Ludwig-Maximilians - University of Munich",Phase 2,75,Other|Industry,"May 6, 2021","September 30, 2022","September 30, 2022"
5556,NCT03957304,Intranasal Dexmedetomidine Dose-finding Study,Laceration Repair,Drug: Dexmedetomidine,Lawson Health Research Institute,Phase 2,55,Other,"February 20, 2020","March 30, 2022","March 30, 2022"
5557,NCT03957057,"Intravenous Iron Carboxymaltose, Isomaltoside and Oral Iron Sulphate for Postpartum Anemia",Postpartum Anemia Nos|Iron-deficiency,Drug: Iron Carboxymaltose|Drug: Iron Isomaltoside|Drug: Ferrous sulphate,University Medical Centre Ljubljana,Phase 3,300,Other,"September 10, 2020","April 30, 2022","June 15, 2022"
5558,NCT03955211,HTX-011 Administration Study in Planned Caesarean Section Procedure,Analgesia,Drug: HTX-011|Device: Luer Lock Applicator|Drug: Ibuprofen|Drug: Acetaminophen,Heron Therapeutics,Phase 2,25,Industry,"June 24, 2019","December 3, 2021","December 27, 2021"
5559,NCT03955042,Pemetrexed for the Treatment of Chordoma,Chordoma,Drug: Pemetrexed,Saint John's Cancer Institute|Eli Lilly and Company|Chordoma Foundation,Phase 1,15,Other|Industry,"September 6, 2019","July 27, 2022","January 18, 2023"
5560,NCT03953807,A Study to Evaluate the Effectiveness and Safety of OZURDEX® in Patients With Diabetic Macular Edema But Never Treated,Diabetic Macular Edema,Drug: Dexamethasone Intravitreal Implant,Allergan,Phase 4,82,Industry,"September 5, 2019","July 4, 2022","July 4, 2022"
5561,NCT03953742,Study of CPI-200 in Patients With Advanced Tumors,Advanced Solid Tumor,Drug: CPI-200,"Coordination Pharmaceuticals, Inc.",Phase 1,17,Industry,"July 1, 2019","February 1, 2022","February 15, 2022"
5562,NCT03953599,CD19-Synthetic T Cell Antigen Receptor(STAR)-T in B-cell Malignancies Patients,B Cell Malignancy,Biological: CD19-STAR-T cells,"Hebei Yanda Ludaopei Hospital|China Immunotech (Beijing) Biotechnology Co., Ltd.",Phase 1,18,Other|Industry,"July 1, 2019","July 1, 2021","December 31, 2021"
5563,NCT03952806,Study of BHV-3241 in Subjects With Multiple System Atrophy,Multiple System Atrophy,Drug: Verdiperstat|Drug: Placebo,"Biohaven Pharmaceuticals, Inc.",Phase 3,336,Industry,"July 29, 2019","July 29, 2021","June 30, 2022"
5564,NCT03952130,A Study of LY900014 Compared to Insulin Lispro (Humalog) in Adults With Type 1 Diabetes,Type 1 Diabetes Mellitus,Drug: LY900014|Drug: Insulin Lispro|Drug: Insulin Glargine|Drug: Insulin Degludec,Eli Lilly and Company,Phase 3,354,Industry,"May 29, 2019","January 10, 2022","January 10, 2022"
5565,NCT03951649,Acute Headache Treatment in Pregnancy: Occipital Nerve Block vs PO Acetaminophen With Caffeine,Headache|Pregnancy Related|Occipital Nerve Block,Drug: Occipital Nerve Block,University of Alabama at Birmingham,Phase 4,62,Other,"February 10, 2020","December 31, 2022","December 31, 2022"
5566,NCT03951207,Rosuvastatin/Amlodipine vs Atorvastatin/Amlodipine in Hypertension Patient With Dyslipidemia,Dyslipidemias|Hypertension,Drug: Rosuampin 10/5mg|Drug: Rosuampin 20/5mg|Drug: Amlodipine/Atorvastatin 5/20mg,Yuhan Corporation,Phase 4,259,Industry,"May 30, 2019","September 29, 2021","September 29, 2021"
5567,NCT03951116,Study of FCN-437c in Patients With Advanced Solid Tumors,"Solid Tumor, Adult",Drug: FCN-437,"Fochon Pharmaceuticals, Ltd.",Phase 1,22,Industry,"June 25, 2019","December 8, 2021","December 8, 2021"
5568,NCT03950050,Ambroxol Therapy for Patients With Type 1 Gaucher Disease and Suboptimal Response to Enzyme Replacement Therapy,"Gaucher Disease, Type 1",Drug: Ambroxol,Shaare Zedek Medical Center,Phase 2,40,Other,"March 1, 2019","November 30, 2022","December 30, 2022"
5569,NCT03949894,Evaluating the Safety and effectivenesS in Adult KorEaN Patients Treated With Tolvaptan for Management of Autosomal domInAnt poLycystic Kidney Disease,Autosomal Dominant Polycystic Kidney Disease (ADPKD),Drug: Tolvaptan,"Korea Otsuka Pharmaceutical Co., Ltd.",Phase 4,118,Industry,"July 1, 2019","May 25, 2022","May 25, 2022"
5570,NCT03948763,A Study of mRNA-5671/V941 as Monotherapy and in Combination With Pembrolizumab (V941-001),"Neoplasms|Carcinoma, Non-Small-Cell Lung|Pancreatic Neoplasms|Colorectal Neoplasms",Biological: V941|Biological: Pembrolizumab,Merck Sharp & Dohme LLC,Phase 1,70,Industry,"June 26, 2019","August 25, 2022","August 25, 2022"
5571,NCT03948646,Safety and Efficacy Study of Sofpironium Bromide in Subjects With Axillary Hyperhidrosis (BBI-4000-CL-302),Axillary Hyperhidrosis,"Drug: Sofpironium Bromide, 15%|Drug: Vehicle",Botanix Pharmaceuticals,Phase 3,351,Industry,"December 4, 2020","August 13, 2021","August 13, 2021"
5572,NCT03948568,Evaluating Optimal Timing of Endocrine Therapy and Radiation Therapy in Early-stage Breast Cancer (REaCT-RETT),Early-stage Breast Cancer,Combination Product: Endocrine Therapy and Radiotherapy,Ottawa Hospital Research Institute,Phase 4,262,Other,"September 17, 2019","June 9, 2021","April 9, 2022"
5573,NCT03948477,Pantoprazole Prophylaxis Against Delayed CINV for Patients Receiving Breast Cancer Chemotherapy,Oncology|Breast Cancer|Chemotherapy-induced Nausea and Vomiting,Drug: Pantoprazole 40mg|Drug: Placebo,"University of Auckland, New Zealand",Phase 2,160,Other,"June 10, 2019","October 15, 2021","October 15, 2021"
5574,NCT03948022,Luteal Support in Frozen-Thawed Embryo Transfer Cycles,Implantation; Placenta|Pregnancy Loss|Frozen Embryo|Luteal Support|Luteal Phase Defect|Assisted Reproduction,Drug: Dydrogesterone 10Mg Tablet (duphaston)|Drug: Progesterone 50Mg/mL Oil|Drug: Crinone 8% Vaginal Gel,Centrum Clinic IVF Center,Phase 4,151,Other,"June 30, 2021","December 18, 2021","December 20, 2021"
5575,NCT03947151,Efficacy and Tolerance of an Ovarian Stimulation Protocol Combining Follicle Stimulating Hormone (FSH) and Degarelix Acetate in Female Candidates for Fertility Preservation Before Chemotherapy for Breast Cancer,Invasive Ductal Breast Carcinoma,Drug: Degarelix injection(s),Assistance Publique - Hôpitaux de Paris,Phase 2,8,Other,"November 28, 2019","March 31, 2022","August 30, 2022"
5576,NCT03947138,A Study of GC3107(BCG Vaccine) in Healthy Infants,BCG Vaccination Reaction|Tuberculosis,Biological: GC3107|Biological: Intradermal BCG SSI inj.,Green Cross Corporation|GC Biopharma Corp,Phase 3,750,Industry,"August 6, 2019","June 20, 2022","September 6, 2022"
5577,NCT03946748,Study to Evaluate the Efficacy and Safety of REGN3918 in Patients With Paroxysmal Nocturnal Hemoglobinuria (PNH),Paroxysmal Nocturnal Hemoglobinuria (PNH),Drug: REGN3918,Regeneron Pharmaceuticals,Phase 2,24,Industry,"May 16, 2019","June 9, 2021","June 10, 2021"
5578,NCT03945656,A Research Study of How Overdosing of a New Once Weekly Medicine NNC0148-0287 C (Insulin 287) Influences the Blood Sugar Level in People With Type 2 Diabetes,"Diabetes Mellitus, Type 2",Drug: insulin icodec|Drug: Insulin glargine,Novo Nordisk A/S,Phase 1,43,Industry,"May 7, 2019","September 27, 2021","September 27, 2021"
5579,NCT03945357,Reducing INfection at the Surgical SitE With Antibiotic Irrigation During Ventral Hernia Repair (RINSE Trial),Ventral Hernia Repair,Drug: Gemcitabine/ clindamycin|Drug: Normal saline,Prisma Health-Upstate|Washington University School of Medicine|The Cleveland Clinic|Penn State University|Oregon Health and Science University|Ohio State University|New Hanover Regional Medical Center|University of Pennsylvania,Phase 3,282,Other,"May 15, 2019","January 9, 2023","January 9, 2023"
5580,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Biogen,Phase 1,49,Industry,"May 30, 2019","June 21, 2021","June 21, 2021"
5581,NCT03945188,Etrasimod Versus Placebo for the Treatment of Moderately to Severely Active Ulcerative Colitis,Ulcerative Colitis,Drug: Etrasimod|Drug: Placebo,Arena Pharmaceuticals,Phase 3,433,Industry,"June 13, 2019","February 8, 2022","February 16, 2022"
5582,NCT03945175,Study of the Duration and Efficacy of MYDAYIS on Adult ADHD Symptoms and Executive Function Throughout the Day Into the Early Evening,Attention Deficit-Hyperactivity,Drug: MYDAYIS|Drug: Placebo,NYU Langone Health,Phase 3,52,Other,"July 15, 2020","May 11, 2022","May 11, 2022"
5583,NCT03945084,Maintenance With Niraparib In Patients With Advanced Urothelial Cancer After 1st-line Platinum-based Chemotherapy,Urothelial Carcinoma,Drug: Niraparib|Other: Best supportive care,"University of Turin, Italy|Tesaro, Inc.",Phase 2,58,Other|Industry,"August 27, 2019","September 1, 2021","September 1, 2021"
5584,NCT03944577,Impact of Evolocumab in Cardiac Transplant Patients With CAV,Heart Transplant,Drug: Evolocumab (Repatha),University of Nebraska|Amgen,Phase 2,26,Other|Industry,"July 15, 2019","March 28, 2023","March 28, 2023"
5585,NCT03944057,A Study of Evaluating the Safety and Efficacy of ATG-010 in Relapsed Refractory Multiple Myeloma,Relapse/Refractory Multiple Myeloma,Drug: ATG-010,Antengene Corporation,Phase 2,82,Industry,"September 2, 2019","February 25, 2022","February 25, 2022"
5586,NCT03943667,Gemcitabine and Paclitaxel vs Gemcitabine Alone After FOLFIRINOX Failure in Metastatic Pancreatic Ductal Adenocarcinoma,Metastatic Pancreatic Adenocarcinoma,Drug: Gemcitabine|Drug: Paclitaxel,UNICANCER,Phase 3,211,Other,"May 23, 2019","April 26, 2022","April 26, 2022"
5587,NCT03943264,A Biomarker-directed Study of XPro1595 in Patients With Mild to Moderate Alzheimer's,Alzheimer Disease,Drug: XPro1595,"Inmune Bio, Inc.|Alzheimer's Association",Phase 1,20,Industry|Other,"November 20, 2019","June 30, 2021","September 1, 2021"
5588,NCT03941964,A Study of the Effectiveness of Venetoclax in Combination With Azacitidine or Decitabine in an Outpatient Setting in Patients With Acute Myeloid Leukemia (AML) Ineligible for Intensive Chemotherapy,Acute Myeloid Leukemia (AML)|Cancer,Drug: Venetoclax|Drug: Azacitidine|Drug: Decitabine,AbbVie,Phase 3,60,Industry,"August 15, 2019","March 14, 2022","March 14, 2022"
5589,NCT03941483,Study to Evaluate the Efficacy of ASP1128 (MA-0217) in Subjects at Risk for Acute Kidney Injury (AKI) Following Coronary Artery Bypass Graft (CABG) and/or Valve Surgery,Acute Kidney Injury (AKI),Drug: ASP1128|Drug: Placebo,Astellas Pharma Inc,Phase 2,351,Industry,"November 1, 2019","July 26, 2021","October 20, 2021"
5590,NCT03941444,ANAVEX2-73 Study in Patients With Rett Syndrome,Rett Syndrome,Drug: ANAVEX2-73|Drug: Placebo,Anavex Life Sciences Corp.,Phase 3,33,Industry,"May 6, 2019","September 30, 2021","September 30, 2021"
5591,NCT03941288,Efficacy and Safety of Cannabidiol for Gastroparesis and Functional Dyspepsia,Gastroparesis|Dyspepsia,Drug: Cannabidiol|Other: placebo,Mayo Clinic|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Phase 2,111,Other|NIH,"September 4, 2019","February 23, 2023","February 23, 2023"
5592,NCT03939533,Study to Monitor Subcutaneous Human Immunoglobulin Administered at Modified Dosing Regimens in Patients With Primary Immunodeficiency Diseases,Primary Immune Deficiency Disorder,Drug: CUTAQUIG,Octapharma,Phase 3,64,Industry,"October 17, 2019","January 3, 2022","January 3, 2022"
5593,NCT03939403,Conventional Ovarian Stimulation vs. Single Injection Stimulation of Corifollitropin Alfa in Oocyte Donor,Ovarian Stimulation,Drug: Time of administration of Corifollitropin Alfa,Instituto Bernabeu,Phase 4,180,Other,"November 18, 2019","May 8, 2021","May 8, 2021"
5594,NCT03939390,Follicular Phase Stimulation vs. Luteal Phase Stimulation in Patients Diagnosed With Suboptimal Response,Improving Ovarian Stimulation; Suboptimal Responders,Drug: time of administration of Corifollitropin Alfa,Instituto Bernabeu,Phase 4,41,Other,"January 17, 2020","April 2, 2022","April 2, 2022"
5595,NCT03938246,Study of TVB 2640 in Subjects With Non-Alcoholic Steatohepatitis (NASH),Non-Alcoholic Fatty Liver Disease,Drug: TVB-2640|Other: Placebo,Sagimet Biosciences Inc.,Phase 2,142,Industry,"March 22, 2019","October 2, 2021","October 2, 2021"
5596,NCT03937505,A Safety and Efficacy Study of IS-001 Injection in Patients Undergoing Robotic Hysterectomy,Ureter Injury,Drug: IS-001|Drug: No treatment,Intuitive Surgical,Phase 2,94,Industry,"May 28, 2019","July 8, 2021","July 22, 2021"
5597,NCT03936452,"Combined Treatment of Sintilimab, Peg-aspargase Plus Anlotinib in NK/T Cell Lymphoma","Natural Killer/T-Cell Lymphoma, Nasal and Nasal-Type|Early Stage|Anlotinib|Peg-aspargase|Sintilimab|Phase Two|Open|Radiotherapy",Drug: Sintilimab,Sun Yat-sen University,Phase 2,55,Other,"April 28, 2019","December 30, 2021","December 30, 2021"
5598,NCT03935321,NISCI - Nogo Inhibition in Spinal Cord Injury,"Spinal Cord Injury, Acute",Drug: NG-101|Drug: Placebos,"University of Zurich|EMSCI.org|State Secretariat for Education Research and Innovation, Switzerland|Horizon 2020 - European Commission|Foundation Wings For Life|Swiss Paraplegic Research|Heidelberg University Hospital Spinal Cord Injury Center|KKS Netzwerk",Phase 2,129,Other,"May 15, 2019","February 2, 2023","February 2, 2023"
5599,NCT03934710,Mood Effects of Serotonin Agonists Extended,Healthy,Drug: Placebo|Drug: Serotonin agonist,University of Chicago,Phase 1,80,Other,"April 20, 2019","June 7, 2021","June 7, 2021"
5600,NCT03934359,"A Study to Evaluate the Safety, Tolerability of DN1508052-01 in Advanced Solid Tumors",Advanced Solid Tumors,Drug: DN1508052-01,"Shanghai De Novo Pharmatech Co., Ltd.",Phase 1,19,Industry,"September 18, 2019","August 30, 2022","October 30, 2022"
5601,NCT03934307,A Study to Evaluate ALN-AGT01 in Patients With Hypertension,Hypertension,Drug: ALN-AGT01|Drug: ALN-AGT01-Matching Placebo|Drug: Irbesartan|Drug: Irbesartan-Matching Placebo,Alnylam Pharmaceuticals,Phase 1,124,Industry,"May 1, 2019","April 20, 2022","January 4, 2023"
5602,NCT03934216,Safety and Efficacy of Deucravacitinib in Participants With Moderate to Severe Ulcerative Colitis,Ulcerative Colitis,Drug: BMS-986165|Other: Placebo,Bristol-Myers Squibb,Phase 2,131,Industry,"July 1, 2019","June 13, 2021","April 4, 2023"
5603,NCT03934099,A Study to Assess Efficay and Safety of LC350189 Different Doses in Gout Patients With Hyperuricemia,Gout|Hyperuricemia,Drug: LC350189 formulated capsule|Drug: Placebo,LG Chem,Phase 2,156,Industry,"December 2, 2019","May 3, 2021","May 17, 2021"
5604,NCT03932721,EXpanded Combination of Evolocumab Plus Empagliflozin on Diabetes: EXCEED-BHS3 Trial,"Dyslipidemia Associated With Type II Diabetes Mellitus|Diabetes Mellitus, Type 2|Hypertension Arterial",Drug: Evolocumab 140 MG/ML,"University of Campinas, Brazil",Phase 4,110,Other,"October 1, 2018","June 30, 2021","October 30, 2021"
5605,NCT03932019,Study of Jitongning Tablet to Treat Spondyloarthritis,Spondyloarthritis,Drug: Jitongning tablet(High-dose )|Drug: Jitongning tablet(Low-dose )|Drug: Placebo,"Tasly Pharmaceutical Group Co., Ltd",Phase 2,238,Industry,"June 11, 2019","June 20, 2021","August 20, 2021"
5606,NCT03931928,Genotype and Phenotype Guided Supplementation of TAMoxifen Standard Therapy With ENDOXifen in Breast Cancer Patients,Breast Cancer|DCIS,Drug: (Z)-Endoxifen supplementation according to genotype|Drug: (Z)-Endoxifen supplementation according to plasma levels,Robert Bosch Gesellschaft für Medizinische Forschung mbH,Phase 2,356,Other,"September 10, 2019","May 3, 2021","May 3, 2021"
5607,NCT03931681,A Study of OKI-179 in Patients With Solid Tumors,Advanced Solid Tumors,Drug: OKI-179,"OnKure, Inc.|University of Colorado, Denver",Phase 1,34,Industry|Other,"May 8, 2019","November 27, 2021","November 27, 2021"
5608,NCT03931642,BLINAtumomab After R-CHOP Debulking Therapy for Patients With Richter Transformation,Richter Syndrome,Drug: RCHOP|Drug: Blinatumomab,French Innovative Leukemia Organisation|Amgen,Phase 2,41,Other|Industry,"July 5, 2019","October 1, 2021","October 21, 2022"
5609,NCT03931291,APR-246 in Combination With Azacitidine for TP53 Mutated AML (Acute Myeloid Leukemia) or MDS (Myelodysplastic Syndromes) Following Allogeneic Stem Cell Transplant,Acute Myeloid Leukemia or Myelodysplastic Syndromes,Drug: APR-246,Aprea Therapeutics,Phase 2,33,Industry,"September 16, 2019","August 27, 2021","January 14, 2022"
5610,NCT03931070,The Effect of Ramelteon on Delirium and Sleep in Patients Admitted to the ICU,Delirium,Drug: Ramelteon|Drug: Placebo - Cap,Rhode Island Hospital,Phase 4,112,Other,"May 9, 2019","February 1, 2022","February 1, 2022"
5611,NCT03931057,The Use of ADV6209 for Premedication in Pediatric Anesthesia,Preanesthetic Medication,Drug: ADV6209 (=gamma-cyclodextrin-Midazolam)|Drug: Midazolam,Medical University of Vienna,Phase 4,80,Other,"November 16, 2020","September 17, 2021","September 17, 2021"
5612,NCT03930745,Suppression Of Bacterial Vaginosis (BV) [SUBVert],Bacterial Vaginosis,Other: Placebo|Drug: TOL-463,National Institute of Allergy and Infectious Diseases (NIAID),Phase 2,81,NIH,"September 9, 2019","December 6, 2021","December 6, 2021"
5613,NCT03930732,"Pivotal Study to Assess the Efficacy, Safety and Tolerability of Dupilumab in Patients With Moderate-to-severe COPD With Type 2 Inflammation",Chronic Obstructive Pulmonary Disease,Drug: Dupilumab SAR231893|Drug: Inhaled Corticosteroid|Drug: Inhaled Long-Acting Beta Agonist|Drug: Inhaled Long-Acting Muscarinic Antagonist|Drug: Placebo,Sanofi|Regeneron Pharmaceuticals,Phase 3,939,Industry,"April 15, 2019","February 8, 2023","May 2, 2023"
